,Tag,Message_stop,Message_length_stop,Number_count
2847,0,"Sad story Man - Last week b'day. My Wife did'nt wish me. My Parents forgot n Kids . I went work. Even Colleagues wish. As I entered cabin PA said, '' Happy B'day Boss !!''. I felt special. She askd 4 lunch. After lunch invited apartment. We went there. She said,'' u mind I go bedroom minute ? '' ''OK'', I sed sexy mood. She came 5 minuts latr wid cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! I waiting sofa.. ... ..... ' NAKED...!",482,2
2848,1,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 national = rate call",142,23
2849,0,She's fine. Good hear you. How dear? Happy new year oh.,55,0
2850,0,Are going wipro interview today?,32,0
2851,0,tall princess?,14,0
2852,0,I doubt could handle 5 times per night case...,46,1
2853,0,Haha... Hope Ì_ hear receipt sound... Gd luck!,46,0
2854,0,Your gonna death me. I'm gonna leave note says robs fault. Avenge me.,69,0
2855,0,"Japanese Proverb: If one Can it, U Can it, If none Can it,U must Indian version: If one Can it, LET HIM DO it.. If none Can it,LEAVE it!! And finally Kerala version: If one it, Stop it.. If none it, Make strike ...",214,0
2856,0,Today i'm workin free oso... Gee... Thgt u workin ur fren's shop ?,66,0
2857,0,In life face choices Just toss coin becoz settle question But coin air U know heart hoping for. Gudni8,102,1
2858,0,"Do know god created gap fingers..? So that, One made comes &amp; fills gaps holding hand LOVE..!",96,0
2859,0,I want kiss feel next,21,0
2860,0,I happy saying,14,0
2861,1,Adult 18 Content Your video shortly,35,2
2862,0,"Ok would b lovely, u r sure. Think wot u want do, drinkin, dancin, eatin, cinema, in, out, about... Up u! Wot ?",111,0
2863,0,What I'm saying explicitly told nora I know someone I'm probably gonna bother,77,0
2864,0,He says hi get ass back south tampa (preferably kegger),55,0
2865,0,Smith waste da.i wanna gayle.,29,0
2866,0,"Mum, i've sent many many messages since got here. I want know actually getting them. Do enjoy rest day.",103,0
2867,0,"Aight, tomorrow around &lt;#&gt;",32,0
2868,0,"House-Maid murderer, coz man murdered &lt;#&gt; th January.. As public holiday govt.instituitions closed,including post office..understand?",139,0
2869,1,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 national = rate call.",143,23
2870,0,I actually first time while. I went bed long spoke you. Woke 7. How night?,74,1
2871,0,See there!,10,0
2872,0,I dont understand message.,26,0
2873,0,Crucify c s. You told earlier.,30,0
2874,0,"Idk. You keep saying not, since moved, keep butting heads freedom vs. responsibility. And i'm tired. I much shit deal i'm barely keeping together gets added it.",160,0
2875,0,Fuck cedar key fuck (come anyway tho),37,0
2876,0,twenty past five said train durham already coz reserved seat,60,0
2877,1,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN 69855, 24Hrs free 50p per day. To stop text STOPBCM SF WC1N3XX",123,12
2878,0,U still painting ur wall?,25,0
2879,1,"Last Chance! Claim ur å£150 worth discount vouchers today! Text SHOP 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16",148,18
2880,0,Printer cool. I mean groovy. Wine groovying,43,0
2881,0,Hi Harish's rent transfred ur Acnt.,35,0
2882,0,Anything lor coming?,20,0
2883,0,Cbe really good nowadays:)lot shop showrooms:)city shaping good.,64,0
2884,0,ÌÏ still attending da talks?,28,0
2885,0,No probs hon! How u doinat mo?,30,0
2886,0,K I'll take care,16,0
2887,0,I take phone callon Friday. Can assume year now?,48,0
2888,0,My battery low babe,19,0
2889,0,Shuhui bought ron's present swatch watch...,43,0
2890,0,"Yeah there's quite bit left, I'll swing tomorrow I get",54,0
2891,0,Babe? You said 2 hours almost 4 ... Is internet ?,49,2
2892,0,K I'll sure get noon see what's,31,0
2893,0,K...k...yesterday cbe .,23,0
2894,0,Went ganesh dress shop,22,0
2895,1,"pdate_Now - Double mins 1000 txts Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 08000839402 call2optout/!YHL",150,17
2896,0,ÌÏ collecting ur laptop going configure da settings izzit?,58,0
2897,0,If r @ home come within 5 min,29,1
2898,0,"Aight, I 8 latest, probably closer 7. Are jay tyler two trips?",62,2
2899,0,Come aftr &lt;DECIMAL&gt; ..now cleaning house,46,0
2900,1,Ur cash-balance currently 500 pounds - maximize ur cash-in send CASH 86688 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,121,28
2901,0,"Bill, in: Are letters me. iÛªm expecting one orange isnÛªt bill may still say orange it.",90,0
2902,0,Tell pa. How pain de.,21,0
2903,0,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG,141,2
2904,0,"Ha. You donÛ÷t know either. I clever simple thing pears day, perfect christmas.",80,0
2905,0,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full joy\"".. \""GUD MRNG\"".""",122,0
2906,0,ALRITE,6,0
2907,0,Why must sit around wait summer days celebrate. Such magical sight worlds dressed white. Oooooh let snow.,105,0
2908,1,URGENT! Your Mobile number awarded å£2000 prize GUARANTEED. Call 09058094454 land line. Claim 3030. Valid 12hrs,111,21
2909,0,How guys go see movies side.,28,0
2910,0,"Sorry,in meeting I'll call later",32,0
2911,0,You tell that...now i'm thinking. Plus he's going stop runs,59,0
2912,0,Kindly send one flat &lt;DECIMAL&gt; today.,43,0
2913,1,Sorry! U unsubscribe yet. THE MOB offer package min term 54 weeks> pls resubmit request expiry. Reply THEMOB HELP 4 info,120,3
2914,0,Nothing lor... A bit bored too... Then dun u go home early 2 sleep today...,75,1
2915,0,What time I tell friend around?,31,0
2916,0,Yes. fine. Love you. Be safe.,29,0
2917,0,Thanks chikku..:-) gud nyt:-*,29,0
2918,0,Is xy ur car u picking up?,26,0
2919,0,"Thanx 4 time weåÕve spent 2geva, bin mint! Ur Baby I want u!xxxx",64,2
2920,0,"Yo, way could pick something tonight?",37,0
2921,0,I've sent it. He send me.,25,0
2922,0,Fine simply sitting.,20,0
2923,0,Thts god's gift birds humans hav natural gift frm god..,55,0
2924,0,Are coming day class.,21,0
2925,0,Im done. Just studyn library,28,0
2926,0,Ok... U enjoy ur shows...,25,0
2927,0,Anything...,11,0
2928,0,Where wuld I without baby? The thought alone mite break I donåÕt wanna go crazy everyboy needs lady xxxxxxxx,108,0
2929,0,Wat's dear doing? Sleeping ah?,30,0
2930,0,Hi' Test &lt;#&gt; rd ....,26,0
2931,0,Only 2% students solved CAT question 'xam... 5+3+2= &lt;#&gt; 9+2+4= &lt;#&gt; 8+6+3= &lt;#&gt; 7+2+5=????? Tell answer u r brilliant...1thing.i got answr.,155,14
2932,0,Yo know anyone &lt;#&gt; otherwise able buy liquor? Our guy flaked right get hold somebody 4 loko night,103,1
2933,0,Yup n fren lor. I'm meeting fren 730.,37,3
2934,0,"Yeah, got one lined us",22,0
2935,0,"And stop wondering \wow ever going stop tm'ing ?!\"" I tm whenever I want MINE ... *laughs*""",91,0
2936,0,Lol yep yesterday. Already got fireplace. Now another icon sitting me.,70,0
2937,0,Hey i've booked pilates yoga lesson already... Haha,51,0
2938,0,Are ok. What happen behave like,31,0
2939,1,You 1 new message. Please call 08712400200.,43,12
2940,0,My supervisor find 4 one lor thk students. I havent ask yet. Tell u aft ask her.,80,1
2941,0,"Hello. No news job, making wait fifth week! Yeah im woozles weasels... In exeter still, home 3.",95,1
2942,0,No message..no responce..what happend?,38,0
2943,1,We currently message awaiting collection. To collect message call 08718723815.,78,11
2944,0,"Hey babe, sorry get sooner. Gary come fix cause thinks knows go far Ptbo says cost &lt;#&gt; bucks. I know might cheaper find someone ? We second hand machines right now, let know want babe",189,0
2945,0,make 3! 4 fucks sake?! x,24,2
2946,0,Leave it. U always ignorant.,28,0
2947,0,Nope i'll b going 2 sch fri quite early lor cos mys sis got paper da morn :-),77,1
2948,0,bruce b downs &amp; fletcher,28,0
2949,0,Where ? You said would I woke ... :-(,37,0
2950,0,Hey free call me.,17,0
2951,0,Tell whos pls:-),16,0
2952,1,"URGENT! Your mobile awarded å£1,500 Bonus Caller Prize 27/6/03. Our final attempt 2 contact U! Call 08714714011",111,21
2953,0,"Think might give miss. Am teaching til twelve, lecture two. Damn working thing.",79,0
2954,0,Id check there's like 1 bowls worth left,40,1
2955,0,Yes many sweets,15,0
2956,0,I would I'm still cozy. And exhausted last night.nobody went school work. Everything closed.,92,0
2957,1,U secret admirer. REVEAL thinks U R So special. Call 09065174042. To opt Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,132,25
2958,0,Buzzzz! *grins* Did I buzz ass? Buzz chest ? Buzz cock ? Where keep phone ? Is vibrator ? Did feel shake ?,106,0
2959,0,Sir send group mail check it.,29,0
2960,0,I'm da intro covers energy trends n pros n cons... Brief description nuclear fusion n oso brief history iter n jet got abt 7 n half pages..,139,1
2961,0,"\NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT\""""",44,0
2962,0,You dont know jabo abi.,23,0
2963,1,"Do ever notice driving, anyone going slower idiot everyone driving faster maniac?",81,0
2964,0,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak swalpa black agidhane..,90,0
2965,0,"Are good, baby? :)",18,0
2966,0,NEFT Transaction reference number &lt;#&gt; Rs. &lt;DECIMAL&gt; credited beneficiary account &lt;#&gt; &lt;TIME&gt; : &lt;#&gt;,127,0
2967,0,"Mostly sports type..lyk footbl,crckt..",38,0
2968,0,Ma head dey swell oh. Thanks making day,39,0
2969,0,U make fb list,14,0
2970,0,Height Confidence: All Aeronautics professors wer calld &amp; wer askd 2 sit aeroplane. Aftr sat wer told dat plane ws made students. Dey hurried plane.. Bt 1 didnt move... He said:\if made students,198,2
2971,0,Sary need Tim bollox &it hurt lot tol me!,41,0
2972,0,Happy New Year Princess!,24,0
2973,0,"I'll text carlos let know, hang",31,0
2974,0,"Don't worry, * easy ingredients!",32,0
2975,0,I love u 2 little pocy bell I sorry I love u,44,1
2976,0,"Ok omw now, castor?",19,0
2977,0,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,60,1
2978,1,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth DVD! Double Mins & 1000 Txt Orange. Call MobileUpd8 08000839402 call2optout/4QF2",147,19
2979,0,What u mean u almost done? Done wif sleeping? But tot u going take nap.. Yup send liao i'm picking ard 4 smth lor..,115,1
2980,0,"7 wonders My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS 1st \Ur Lovely Friendship\""... good morning dear""",146,8
2981,0,"Tonight? Yeah, I'd",18,0
2982,0,What eat fo lunch senor,23,0
2983,0,"He said right giggle saw u again! You would possibly first person2die NVQ, think much could for!",96,1
2984,0,No break time one... How... I come n get stuff fr Ì_?,53,0
2985,1,Reply win å£100 weekly! What professional sport Tiger Woods play? Send STOP 87239 end service,93,8
2986,0,"I'm I see you, can't see ? Maybe reboot ym ? I seen buzz",56,0
2987,0,Do still grinder?,17,0
2988,1,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 87575. 1st Tone FREE ! get txtin tell ur friends. 150p/tone. 16 reply HL 4info,133,15
2989,0,"Love decision, feeling. If could decide love, then, life would much simpler, less magical",89,0
2990,1,"HOT LIVE FANTASIES call 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 national rate call",113,23
2991,0,K.i did't see you.:)k:)where now?,33,0
2992,0,So i'm list buyers.,19,0
2993,0,"No idea, I guess we'll work hour we're supposed leave since usual nobody interest figuring shit last second",107,0
2994,0,Mm entirely sure understood text hey. Ho. Which weekend?,56,0
2995,0,They released vday shirts u put makes bottom half naked instead white underwear.,80,0
2996,0,Don know..he watching film computer..,37,0
2997,0,No b4 Thursday,14,1
2998,0,"Oh, phone phoned disconnected",29,0
2999,0,Id onluy matters getting offcampus,34,0
3000,1,This message free. Welcome new & improved Sex & Dogging club! To unsubscribe service reply STOP. msgs@150p 18+only,114,5
3001,0,"Excellent, I'll see riley's plans",33,0
3002,0,I see half hour,15,0
3003,1,"You've tkts EURO2004 CUP FINAL å£800 CASH, collect CALL 09058099801 b4190604, POBOX 7876150ppm",94,32
3004,0,Ew one them?,12,0
3005,0,Also hi wesley how've,21,0
3006,0,Ah see. You lingo. I let know wot earth finished making it!,59,0
3007,1,"Loan purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have previously refused? We still help. Call Free 0800 1956669 text back 'help'",140,19
3008,1,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 08000839402 call2optout=J5Q,104,19
3009,0,Imagine Life WITHOUT ME... see.. How fast u searching me?Don't worry.. l'm always To disturb U.. Goodnoon..:),109,0
3010,0,"Hm good morning, headache anyone? :-)",37,0
3011,0,Yeah probs - last night obviously catching you... Speak soon,60,0
3012,1,FREE UNLIMITED HARDCORE PORN direct 2 mobile Txt PORN 69200 & get FREE access 24 hrs chrgd@50p per day txt Stop 2exit. This msg free,132,11
3013,0,I might go 2 sch. Yar e salon v boring.,39,1
3014,0,&lt;#&gt; mins stop somewhere first.,36,0
3015,0,"&lt;#&gt; fast approaching. So, Wish u Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas &lt;#&gt; Good Mornings Afternoons, Evenings Nights. RememberI AM first WISHING U ALL THESE...your's Raj",441,1
3016,0,One joys lifeis waking daywith thoughts somewhereSomeone cares enough tosend warm morning greeting.. -,102,0
3017,0,I get second half message,25,0
3018,0,Wat time u wan 2 meet later?,28,1
3019,0,I thank much selflessness. I love plenty.,41,0
3020,0,Am film ill call later.,23,0
3021,0,How dare change ring,20,0
3022,0,You bad girl. Or lady.,22,0
3023,0,I love ya try budget money better babe. Gary would freak knew,61,0
3024,0,"What part \don't initiate\"" understand""",39,0
3025,0,I finished lunch already. U wake already?,41,0
3026,0,You still game?,15,0
3027,0,You got tallent wasting.,24,0
3028,0,What record one night? :),25,0
3029,0,"Also sir, sent email log usc payment portal. I.ll send another message explain things back home. Have great weekend.",116,0
3030,0,gonna let know cos comes bak holiday day. coming. Don't4get2text number.,72,2
3031,0,Jokin lar... :-) depends phone father get lor...,48,0
3032,0,"Aight, lemme know what's",24,0
3033,0,Get ready &lt;#&gt; inches pleasure...,38,0
3034,0,Raji..pls favour. Pls convey Birthday wishes Nimya. Pls. Today birthday.,72,0
3035,0,;-) ok. I feel like john lennon.,32,0
3036,0,Cos darren say Ì_ considering mah ask Ì_...,43,0
3037,0,You bothering trust answers. Pls.,33,0
3038,0,"Wishing family Merry \X\"" mas HAPPY NEW Year advance..""",55,0
3039,0,One day crab running sea shore..The waves came n cleared footprints crab.. Crab asked: frnd r u clearing beautiful footprints? Waves replied: A fox following ur footprints catch you! thats cleared off:) frndsship never lets u dwn :-) GUD nyt..,243,0
3040,0,Aight time want come up?,24,0
3041,0,Slaaaaave ! Where ? Must I summon time ? Don't wish come anymore?,65,0
3042,0,Your bill 3 å£33.65 thats bad!,30,5
3043,0,Let know changes next 6hrs. It even appendix age range. However impossible. So chill let know 6hrs,98,2
3044,0,"Hello, yeah i've got bath need hair i'll come i'm done, yeah?",61,0
3045,0,So how's weather there?,23,0
3046,0,"Ok. Not much though. H&M Friday, cant wait. Dunno wot hell im gonna another 3 weeks! Become slob- oh wait, already done that!",125,1
3047,0,Die... Now e toot fringe again...,33,0
3048,0,Lol know awesome phone. I could click delete right I want.,58,0
3049,0,Ok,2,0
3050,0,"Awesome question cute answer: Someone asked boy \how ur life?\"" . . He smiled &amp; answered: . . \""She fine!\"" Gudnite""",120,0
3051,0,Please leave topic..sorry telling that..,40,0
3052,0,Pls send correct name da.,25,0
3053,0,What happened yo date?,22,0
3054,1,EASTENDERS TV Quiz. What FLOWER DOT compare to? D= VIOLET E= TULIP F= LILY txt D E F 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+,134,15
3055,0,Webpage available!,18,0
3056,0,Just woke up. Yeesh late. But I fall asleep til &lt;#&gt; :/,60,0
3057,1,You unsubscribed services. Get tons sexy babes hunks straight phone! go http://gotbabes.co.uk. No subscriptions.,112,0
3058,0,"Dear all, know &lt;#&gt; th &lt;#&gt; th birthday loving Gopalettan. We planning give small gift day. Those like participate welcome. Please contact admin team details",167,0
3059,0,K..k...from tomorrow onwards started ah?,40,0
3060,0,What u talking bout early morning? It's almost noon at!,55,0
3061,0,Fine. Do remember me.,21,0
3062,1,"Hi babe Jordan, r u? Im home abroad lonely, text back u wanna chat xxSP visionsms.com Text stop stopCost 150p 08712400603",121,14
3063,0,Ok. How many buy.,17,0
3064,0,"Sounds good, keep posted",24,0
3065,1,Get brand new mobile phone agent The Mob! Plus loads goodies! For info text MAT 87021.,86,5
3066,0,Ok. So april. Cant wait,23,0
3067,0,Boy best get yo ass quick,25,0
3068,0,Ay wana meet sat?Ì_ wkg sat?,28,0
3069,0,I'm wait till 2 bus pick me.,28,1
3070,0,Apart one told yesterday?,25,0
3071,0,Ok lor... But buy wat?,22,0
3072,0,Somebody go andros steal ice,28,0
